name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-1078 b,8095.0,15.703,Super Earth,2016,4.27,Earth,1.9,Earth,0.0388,0.008213553,0.0,Transit
Kepler-1079 b,1928.0,12.78,Super Earth,2016,3.29,Earth,1.63,Earth,0.1092,0.03613963,0.0,Transit
Kepler-107 b,1716.0,12.543,Super Earth,2014,3.51,Earth,1.536,Earth,0.04544,0.008761123,0.0,Transit
Kepler-107 c,1716.0,12.543,Super Earth,2014,9.39,Earth,1.597,Earth,0.06064,0.013415469,0.0,Transit
Kepler-107 d,1716.0,12.543,Super Earth,2014,3.8,Earth,0.86,Earth,0.08377,0.021902807,0.0,Transit
Kepler-107 e,1716.0,12.543,Neptune-like,2014,8.6,Earth,0.259,Jupiter,0.12639,0.040246405,0.0,Transit
Kepler-1080 b,4511.0,13.486,Neptune-like,2016,10.8,Earth,0.293,Jupiter,0.3781,0.21163587,0.0,Transit
Kepler-1081 b,1371.0,13.827,Super Earth,2016,1.01,Earth,1.01,Earth,0.0466,0.010677618,0.0,Transit
Kepler-1082 b,2412.0,13.444,Super Earth,2016,1.46,Earth,1.12,Earth,0.0257,0.0041067763,0.0,Transit
Kepler-1083 b,2944.0,16.103,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.1899,0.091444224,0.0,Transit
Kepler-1084 b,1323.0,12.015,Super Earth,2016,1.41,Earth,1.11,Earth,0.0324,0.0057494864,0.0,Transit
Kepler-1085 b,4451.0,15.273,Gas Giant,2016,0.13,Jupiter,0.644,Jupiter,0.7391,0.6004107,0.0,Transit
Kepler-1085 c,4451.0,15.273,Neptune-like,2020,10.7,Earth,0.292,Jupiter,0.3002,0.15550992,0.0,Transit
Kepler-1086 b,1520.0,16.002,Neptune-like,2016,6.53,Earth,0.218,Jupiter,0.1198,0.05147159,0.0,Transit
Kepler-1086 c,1520.0,16.002,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.503,0.4421629,0.0,Transit
Kepler-1087 b,1183.0,12.973,Terrestrial,2016,0.165,Earth,0.61,Earth,0.0148,0.0019164955,0.0,Transit
Kepler-1088 b,915.0,11.472,Super Earth,2016,2.6,Earth,1.42,Earth,0.1602,0.06324436,0.0,Transit
Kepler-1089 b,846.0,16.233,Super Earth,2016,4.01,Earth,1.83,Earth,0.0497,0.013963039,0.0,Transit
Kepler-108 b,1105.0,12.657,Gas Giant,2014,0.176,Jupiter,0.772,Jupiter,0.292,0.13470227,0.22,Transit
Kepler-108 c,1105.0,12.657,Gas Giant,2014,0.16,Jupiter,0.73,Jupiter,0.721,0.521013,0.04,Transit
Kepler-1090 b,2801.0,15.31,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.6364,0.54401094,0.0,Transit
Kepler-1090 c,2801.0,15.31,Neptune-like,2021,10.9,Earth,0.294,Jupiter,0.2274,0.11608488,0.0,Transit
Kepler-1091 b,2982.0,14.874,Super Earth,2016,2.73,Earth,1.46,Earth,0.0252,0.003832991,0.0,Transit
Kepler-1092 b,3201.0,14.659,Super Earth,2016,4.94,Earth,2.07,Earth,0.2996,0.16043805,0.0,Transit
Kepler-1093 b,3500.0,13.781,Super Earth,2016,4.46,Earth,1.95,Earth,0.1685,0.06872006,0.0,Transit
Kepler-1093 c,3500.0,13.781,Super Earth,2016,4.5,Earth,1.96,Earth,0.394,0.2455852,0.0,Transit
Kepler-1094 b,4211.0,15.318,Neptune-like,2016,10.2,Earth,0.284,Jupiter,0.3625,0.21382615,0.0,Transit
Kepler-1095 b,2585.0,14.597,Super Earth,2016,1.92,Earth,1.21,Earth,0.0514,0.011772759,0.0,Transit
Kepler-1096 b,1233.0,15.438,Super Earth,2016,2.07,Earth,1.24,Earth,0.034,0.007939767,0.0,Transit
Kepler-1097 b,2348.0,15.652,Neptune-like,2016,10.7,Earth,0.291,Jupiter,0.5791,0.51389456,0.0,Transit
Kepler-1098 b,3422.0,14.886,Super Earth,2016,2.24,Earth,1.3,Earth,0.0358,0.0068446267,0.0,Transit
Kepler-1099 b,3336.0,15.137,Neptune-like,2016,8.4,Earth,0.252,Jupiter,0.0337,0.006023272,0.0,Transit
Kepler-109 b,1549.0,12.398,Neptune-like,2014,7.3,Earth,0.211,Jupiter,0.0683,0.01779603,0.21,Transit
Kepler-109 c,1549.0,12.398,Neptune-like,2014,21.8,Earth,0.225,Jupiter,0.1506,0.05804244,0.03,Transit
Kepler-10 b,605.0,11.043,Super Earth,2011,4.60853,Earth,1.481,Earth,0.0172,0.0021902807,0.06,Transit
Kepler-10 c,605.0,11.043,Super Earth,2011,7.37,Earth,0.207,Jupiter,0.241,0.12402464,0.03,Transit
Kepler-1100 b,2263.0,13.952,Super Earth,2016,3.71,Earth,1.75,Earth,0.0684,0.017522246,0.0,Transit
Kepler-1101 b,2422.0,15.156,Neptune-like,2016,6.66,Earth,0.22,Jupiter,0.3483,0.22258727,0.0,Transit
Kepler-1102 b,4065.0,14.928,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.2731,0.14045174,0.0,Transit
Kepler-1103 b,4345.0,14.294,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.1473,0.054209445,0.0,Transit
Kepler-1104 b,1731.0,12.125,Super Earth,2016,2.04,Earth,1.23,Earth,0.0628,0.0136892535,0.0,Transit
Kepler-1105 b,1037.0,15.315,Super Earth,2016,4.7,Earth,2.01,Earth,0.0471,0.012046544,0.0,Transit
Kepler-1106 b,3558.0,14.863,Super Earth,2016,3.36,Earth,1.65,Earth,0.0239,0.003559206,0.0,Transit
Kepler-1107 b,1399.0,14.315,Super Earth,2016,2.36,Earth,1.34,Earth,0.0126,0.0016427105,0.0,Transit
Kepler-1108 b,2504.0,15.132,Super Earth,2016,2.73,Earth,1.46,Earth,0.0511,0.0123203285,0.0,Transit
Kepler-1109 b,2235.0,14.405,Neptune-like,2016,5.43,Earth,2.19,Earth,0.2466,0.10294318,0.0,Transit
Kepler-110 b,1913.0,13.003,Super Earth,2014,4.01,Earth,1.83,Earth,0.107,0.034770705,0.0,Transit
Kepler-110 c,1913.0,13.003,Neptune-like,2014,5.52,Earth,2.21,Earth,0.198,0.08678987,0.0,Transit
Kepler-1110 b,2371.0,16.274,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0754,0.026557151,0.0,Transit
Kepler-1111 b,2745.0,14.88,Super Earth,2016,4.66,Earth,2.0,Earth,0.0872,0.024093088,0.0,Transit
Kepler-1112 b,5452.0,14.74,Neptune-like,2016,9.38,Earth,0.269,Jupiter,0.1239,0.03942505,0.0,Transit
Kepler-1113 b,3503.0,14.943,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.2415,0.11581109,0.0,Transit
Kepler-1114 b,1365.0,13.935,Super Earth,2016,2.39,Earth,1.35,Earth,0.1102,0.04106776,0.0,Transit
Kepler-1115 b,3207.0,11.983,Super Earth,2016,3.53,Earth,1.7,Earth,0.2134,0.06461328,0.0,Transit
Kepler-1116 b,3290.0,15.424,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.233,0.11416838,0.0,Transit
Kepler-1117 b,1854.0,14.15,Super Earth,2016,1.41,Earth,1.11,Earth,0.0546,0.013141684,0.0,Transit
Kepler-1118 b,2898.0,15.238,Neptune-like,2016,7.95,Earth,0.244,Jupiter,0.2079,0.105954826,0.0,Transit
Kepler-1119 b,5732.0,15.296,Super Earth,2016,4.35,Earth,1.92,Earth,0.0812,0.022724163,0.0,Transit
Kepler-111 b,2144.0,13.543,Super Earth,2014,3.12,Earth,1.58,Earth,0.046,0.009034907,0.0,Transit
Kepler-111 c,2144.0,13.543,Gas Giant,2014,0.132,Jupiter,0.651,Jupiter,0.761,0.61546886,0.0,Transit
Kepler-1120 b,2007.0,15.494,Super Earth,2016,2.48,Earth,1.38,Earth,0.0369,0.007939767,0.0,Transit
Kepler-1121 b,1572.0,12.144,Super Earth,2016,4.31,Earth,1.91,Earth,0.1187,0.03613963,0.0,Transit
Kepler-1122 b,4014.0,15.405,Super Earth,2016,4.82,Earth,2.04,Earth,0.2315,0.11553731,0.0,Transit
Kepler-1123 b,2298.0,14.933,Super Earth,2016,3.43,Earth,1.67,Earth,0.0497,0.011772759,0.0,Transit
Kepler-1124 b,946.0,16.745,Super Earth,2016,2.18,Earth,1.28,Earth,0.0305,0.007939767,0.0,Transit
Kepler-1125 b,6561.0,15.042,Super Earth,2016,4.04,Earth,1.84,Earth,0.1348,0.048459962,0.0,Transit
Kepler-1126 b,2074.0,14.221,Super Earth,2016,3.64,Earth,1.73,Earth,0.4126,0.2973306,0.0,Transit
Kepler-1127 b,2748.0,15.162,Super Earth,2016,4.5,Earth,1.96,Earth,0.0556,0.013963039,0.0,Transit
Kepler-1128 b,3534.0,15.934,Neptune-like,2016,12.9,Earth,0.326,Jupiter,0.302,0.16865161,0.0,Transit
Kepler-1129 b,3862.0,15.661,Neptune-like,2016,9.06,Earth,0.264,Jupiter,0.1644,0.06652977,0.0,Transit
Kepler-1129 c,3862.0,15.661,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.3528,0.20944558,0.0,Transit
Kepler-112 b,1674.0,13.927,Neptune-like,2014,6.17,Earth,0.211,Jupiter,0.076,0.022997946,0.0,Transit
Kepler-112 c,1674.0,13.927,Neptune-like,2014,6.35,Earth,0.214,Jupiter,0.172,0.07830253,0.0,Transit
Kepler-1130 b,813.0,12.509,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0595,0.015058179,0.0,Transit
Kepler-1130 c,813.0,12.509,Terrestrial,2021,0.422,Earth,0.792,Earth,0.0423,0.009034907,0.0,Transit
Kepler-1130 d,813.0,12.509,Terrestrial,2021,0.202,Earth,0.645,Earth,0.0506,0.011772759,0.0,Transit
Kepler-1131 b,3362.0,15.01,Super Earth,2016,3.15,Earth,1.59,Earth,0.0459,0.009582478,0.0,Transit
Kepler-1132 b,2831.0,15.818,Neptune-like,2016,6.12,Earth,0.21,Jupiter,0.2881,0.17221081,0.0,Transit
Kepler-1133 b,2457.0,14.785,Super Earth,2016,4.54,Earth,1.97,Earth,0.0983,0.03175907,0.0,Transit
Kepler-1134 b,3081.0,16.233,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.1242,0.04681725,0.0,Transit
Kepler-1135 b,4288.0,14.545,Super Earth,2016,4.08,Earth,1.85,Earth,0.3436,0.2108145,0.0,Transit
Kepler-1136 b,1603.0,16.037,Super Earth,2016,3.33,Earth,1.64,Earth,0.0299,0.006570842,0.0,Transit
Kepler-1137 b,3007.0,12.827,Neptune-like,2016,5.48,Earth,2.2,Earth,0.1871,0.065434635,0.0,Transit
Kepler-1138 b,2846.0,15.885,Super Earth,2016,3.53,Earth,1.7,Earth,0.0415,0.008761123,0.0,Transit
Kepler-1139 b,1615.0,14.229,Super Earth,2016,1.81,Earth,1.19,Earth,0.0165,0.0021902807,0.0,Transit
Kepler-113 b,856.0,13.655,Super Earth,2014,11.7,Earth,1.82,Earth,0.0502,0.013141684,0.0,Transit
Kepler-113 c,856.0,13.655,Neptune-like,2014,8.7,Earth,2.18,Earth,0.0763,0.02436687,0.0,Transit
Kepler-1140 b,2141.0,15.751,Neptune-like,2016,8.1,Earth,0.247,Jupiter,0.1478,0.06598221,0.0,Transit
Kepler-1141 b,1284.0,12.403,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0345,0.0062970566,0.0,Transit
Kepler-1142 b,4154.0,14.505,Super Earth,2016,2.76,Earth,1.47,Earth,0.1343,0.050102666,0.0,Transit
Kepler-1143 b,1811.0,15.493,Super Earth,2016,3.43,Earth,1.67,Earth,0.0371,0.007939767,0.0,Transit
Kepler-1143 c,1811.0,15.493,Neptune-like,2016,12.6,Earth,0.321,Jupiter,0.6477,0.5765914,0.0,Transit
Kepler-1144 b,3721.0,14.943,Super Earth,2016,4.62,Earth,1.99,Earth,0.1291,0.04681725,0.0,Transit
Kepler-1145 b,2257.0,15.471,Super Earth,2016,2.54,Earth,1.4,Earth,0.0443,0.0109514035,0.0,Transit
Kepler-1146 b,2293.0,15.953,Super Earth,2016,2.04,Earth,1.23,Earth,0.0325,0.006570842,0.0,Transit
Kepler-1147 b,5406.0,15.613,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.0961,0.02902122,0.0,Transit
Kepler-1148 b,2041.0,15.533,Super Earth,2016,3.5,Earth,1.69,Earth,0.0188,0.003011636,0.0,Transit
Kepler-1149 b,3972.0,15.146,Super Earth,2016,2.67,Earth,1.44,Earth,0.0473,0.010130048,0.0,Transit
Kepler-114 b,847.0,13.961,Super Earth,2014,6.8,Earth,1.26,Earth,0.053,0.014236824,0.0,Transit
Kepler-114 c,847.0,13.961,Super Earth,2013,2.8,Earth,1.6,Earth,0.06482,0.021902807,0.0,Transit
Kepler-114 d,847.0,13.961,Neptune-like,2013,3.9,Earth,0.226,Jupiter,0.08358,0.03230664,0.0,Transit
Kepler-1150 b,1169.0,14.748,Super Earth,2016,1.04,Earth,1.02,Earth,0.0382,0.007665982,0.0,Transit
Kepler-1151 b,2226.0,15.005,Neptune-like,2016,5.56,Earth,2.22,Earth,0.3197,0.17960301,0.0,Transit
Kepler-1152 b,702.0,15.31,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0223,0.0043805614,0.0,Transit
Kepler-1153 b,3652.0,15.767,Super Earth,2016,3.64,Earth,1.73,Earth,0.0277,0.004928131,0.0,Transit
Kepler-1154 b,4763.0,14.953,Neptune-like,2016,6.08,Earth,0.209,Jupiter,0.0631,0.014236824,0.0,Transit
Kepler-1154 c,4763.0,14.953,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0875,0.023271732,0.0,Transit
Kepler-1155 b,3682.0,14.799,Super Earth,2016,4.78,Earth,2.03,Earth,0.2006,0.091718,0.0,Transit
Kepler-1156 b,2255.0,14.262,Super Earth,2016,2.3,Earth,1.32,Earth,0.0994,0.032580424,0.0,Transit
Kepler-1157 b,1116.0,14.603,Super Earth,2016,1.32,Earth,1.09,Earth,0.0448,0.0123203285,0.0,Transit
Kepler-1158 b,4842.0,13.618,Neptune-like,2016,6.08,Earth,0.209,Jupiter,0.1246,0.036960986,0.0,Transit
Kepler-1159 b,3959.0,14.678,Neptune-like,2016,6.21,Earth,0.211,Jupiter,0.1603,0.062149215,0.0,Transit
Kepler-115 b,2034.0,13.545,Super Earth,2014,1.32,Earth,1.09,Earth,0.036,0.006570842,0.0,Transit
Kepler-115 c,2034.0,13.545,Neptune-like,2014,7.27,Earth,0.232,Jupiter,0.087,0.024640657,0.0,Transit
Kepler-1160 b,3515.0,16.006,Neptune-like,2016,5.22,Earth,2.14,Earth,0.0755,0.021902807,0.0,Transit
Kepler-1161 b,1787.0,16.163,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0784,0.029295003,0.0,Transit
Kepler-1162 b,3067.0,15.749,Neptune-like,2016,5.52,Earth,2.21,Earth,0.19,0.08925393,0.0,Transit
Kepler-1163 b,1561.0,12.208,Super Earth,2016,1.08,Earth,1.03,Earth,0.0685,0.01670089,0.0,Transit
Kepler-1164 b,1408.0,14.321,Super Earth,2016,1.46,Earth,1.12,Earth,0.0457,0.0109514035,0.0,Transit
Kepler-1165 b,5138.0,14.521,Super Earth,2016,3.02,Earth,1.55,Earth,0.0914,0.026009582,0.0,Transit
Kepler-1165 c,5138.0,14.521,Neptune-like,2021,11.2,Earth,0.3,Jupiter,0.1969,0.08213552,0.0,Transit
Kepler-1166 b,2071.0,14.65,Super Earth,2016,3.5,Earth,1.69,Earth,0.1975,0.09089665,0.0,Transit
Kepler-1167 b,2678.0,16.047,Super Earth,2016,3.57,Earth,1.71,Earth,0.0175,0.0027378509,0.0,Transit
Kepler-1168 b,2455.0,15.755,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.2663,0.15277207,0.0,Transit
Kepler-1169 b,1705.0,12.707,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0709,0.01670089,0.0,Transit
Kepler-116 b,3116.0,13.744,Neptune-like,2014,11.6,Earth,0.305,Jupiter,0.069,0.016427105,0.0,Transit
Kepler-116 c,3116.0,13.744,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.116,0.035865847,0.0,Transit
Kepler-1170 b,3427.0,16.204,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.088,0.027378507,0.0,Transit
Kepler-1171 b,1869.0,11.647,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.0284,0.003832991,0.0,Transit
Kepler-1172 b,4262.0,16.083,Neptune-like,2016,10.3,Earth,0.285,Jupiter,0.168,0.07118412,0.0,Transit
Kepler-1173 b,1230.0,13.896,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0157,0.0021902807,0.0,Transit
Kepler-1174 b,4595.0,14.271,Super Earth,2016,3.15,Earth,1.59,Earth,0.0732,0.01889117,0.0,Transit
Kepler-1175 b,3660.0,15.972,Neptune-like,2016,9.22,Earth,0.267,Jupiter,0.2181,0.10376455,0.0,Transit
Kepler-1176 b,2821.0,15.27,Neptune-like,2016,6.57,Earth,0.219,Jupiter,0.1589,0.066255994,0.0,Transit
Kepler-1177 b,4241.0,14.773,Super Earth,2016,4.27,Earth,1.9,Earth,0.4301,0.29075974,0.0,Transit
Kepler-1178 b,1573.0,14.212,Super Earth,2016,1.24,Earth,1.07,Earth,0.1596,0.087063655,0.0,Transit
Kepler-1179 b,1354.0,14.214,Super Earth,2016,2.3,Earth,1.32,Earth,0.0346,0.0073921974,0.0,Transit
Kepler-117 b,4748.0,14.282,Neptune-like,2014,29.875,Earth,0.719,Jupiter,0.1445,0.05147159,0.05,Transit
Kepler-117 c,4748.0,14.282,Gas Giant,2014,1.84,Jupiter,1.101,Jupiter,0.2804,0.13908282,0.03,Transit
Kepler-1180 b,5209.0,15.081,Super Earth,2016,4.62,Earth,1.99,Earth,0.1246,0.046269678,0.0,Transit
Kepler-1181 b,3061.0,13.549,Super Earth,2016,3.09,Earth,1.57,Earth,0.0621,0.013415469,0.0,Transit
Kepler-1182 b,5041.0,15.742,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.0981,0.030663928,0.0,Transit
Kepler-1183 b,6260.0,15.968,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.1793,0.078028746,0.0,Transit
Kepler-1184 b,3777.0,14.99,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.2863,0.1467488,0.0,Transit
Kepler-1185 b,1498.0,12.63,Super Earth,2016,2.33,Earth,1.33,Earth,0.4297,0.28583163,0.0,Transit
Kepler-1186 b,4362.0,15.367,Neptune-like,2016,5.6,Earth,2.23,Earth,0.1281,0.044079397,0.0,Transit
Kepler-1187 b,3329.0,14.73,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.1401,0.051745377,0.0,Transit
Kepler-1188 b,5602.0,14.941,Super Earth,2016,4.98,Earth,2.08,Earth,0.135,0.04681725,0.0,Transit
Kepler-1189 b,2554.0,14.463,Super Earth,2016,3.78,Earth,1.77,Earth,0.0467,0.010403832,0.0,Transit
Kepler-118 b,1873.0,14.867,Super Earth,2014,4.5,Earth,1.96,Earth,0.073,0.02053388,0.0,Transit
Kepler-118 c,1873.0,14.867,Gas Giant,2014,0.144,Jupiter,0.685,Jupiter,0.141,0.055304587,0.0,Transit
Kepler-1190 b,1117.0,14.665,Super Earth,2016,2.33,Earth,1.33,Earth,0.0845,0.028747434,0.0,Transit
Kepler-1191 b,3117.0,15.319,Super Earth,2016,2.89,Earth,1.51,Earth,0.0587,0.015331964,0.0,Transit
Kepler-1192 b,4254.0,15.858,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.1693,0.068993844,0.0,Transit
Kepler-1193 b,2617.0,13.577,Super Earth,2016,2.3,Earth,1.32,Earth,0.0403,0.007665982,0.0,Transit
Kepler-1194 b,2471.0,14.31,Super Earth,2016,2.89,Earth,1.51,Earth,0.1212,0.044353183,0.0,Transit
Kepler-1195 b,2996.0,16.003,Super Earth,2016,4.98,Earth,2.08,Earth,0.0726,0.023271732,0.0,Transit
Kepler-1196 b,3009.0,15.009,Neptune-like,2016,5.6,Earth,2.23,Earth,0.3179,0.18124571,0.0,Transit
Kepler-1197 b,1588.0,15.346,Super Earth,2016,2.1,Earth,1.25,Earth,0.0283,0.0054757018,0.0,Transit
Kepler-1198 b,2424.0,14.986,Super Earth,2016,2.76,Earth,1.47,Earth,0.0732,0.021081451,0.0,Transit
Kepler-1199 b,1838.0,13.173,Super Earth,2016,1.6,Earth,1.15,Earth,0.1152,0.04106776,0.0,Transit
Kepler-119 b,2290.0,14.375,Neptune-like,2014,12.6,Earth,0.321,Jupiter,0.035,0.006570842,0.0,Transit
Kepler-119 c,2290.0,14.375,Terrestrial,2014,0.721,Earth,0.92,Earth,0.049,0.011225188,0.0,Transit
Kepler-11 b,2108.0,13.817,Terrestrial,2010,1.9,Earth,1.8,Earth,0.091,0.028199865,0.05,Transit
Kepler-11 c,2108.0,13.817,Neptune-like,2010,2.9,Earth,0.256,Jupiter,0.107,0.03559206,0.03,Transit
Kepler-11 d,2108.0,13.817,Neptune-like,2010,7.3,Earth,0.278,Jupiter,0.155,0.062149215,0.0,Transit
Kepler-11 e,2108.0,13.817,Neptune-like,2010,8.0,Earth,0.374,Jupiter,0.195,0.08761123,0.01,Transit
Kepler-11 f,2108.0,13.817,Neptune-like,2010,2.0,Earth,0.222,Jupiter,0.25,0.12785764,0.01,Transit
Kepler-11 g,2108.0,13.817,Neptune-like,2010,25.0,Earth,0.297,Jupiter,0.466,0.32416153,0.15,Transit
Kepler-1200 b,1920.0,16.06,Super Earth,2016,1.2,Earth,1.06,Earth,0.0188,0.003011636,0.0,Transit
Kepler-1201 b,3080.0,14.765,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.1183,0.04161533,0.0,Transit
Kepler-1202 b,3834.0,15.833,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.179,0.07857632,0.0,Transit
Kepler-1203 b,1034.0,15.385,Super Earth,2016,1.2,Earth,1.06,Earth,0.0114,0.0016427105,0.0,Transit
Kepler-1204 b,3834.0,15.45,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.3877,0.2346338,0.0,Transit
Kepler-1205 b,2278.0,15.316,Super Earth,2016,2.57,Earth,1.41,Earth,0.0196,0.003011636,0.0,Transit
Kepler-1206 b,2486.0,15.971,Super Earth,2016,3.33,Earth,1.64,Earth,0.0201,0.003285421,0.0,Transit
Kepler-1207 b,5722.0,14.595,Super Earth,2016,3.26,Earth,1.62,Earth,0.1156,0.037508555,0.0,Transit
Kepler-1208 b,2692.0,16.256,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0901,0.030390145,0.0,Transit
Kepler-1209 b,1649.0,12.554,Super Earth,2016,2.89,Earth,1.51,Earth,0.18,0.06954141,0.0,Transit
Kepler-120 b,1268.0,14.995,Super Earth,2014,8.5,Earth,2.15,Earth,0.055,0.017248461,0.0,Transit
Kepler-120 c,1268.0,14.995,Super Earth,2014,2.96,Earth,1.53,Earth,0.088,0.03504449,0.0,Transit
Kepler-1210 b,3838.0,15.649,Super Earth,2016,3.53,Earth,1.7,Earth,0.0753,0.022176592,0.0,Transit
Kepler-1211 b,5958.0,16.016,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.0985,0.030116359,0.0,Transit
Kepler-1212 b,4295.0,15.133,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1082,0.035318274,0.0,Transit
Kepler-1213 b,2635.0,13.416,Super Earth,2016,1.81,Earth,1.19,Earth,0.0635,0.01451061,0.0,Transit
Kepler-1214 b,2379.0,15.459,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.128,0.05147159,0.0,Transit
Kepler-1215 b,2156.0,14.539,Super Earth,2016,1.98,Earth,1.22,Earth,0.0528,0.013141684,0.0,Transit
Kepler-1216 b,4105.0,15.262,Super Earth,2016,2.51,Earth,1.39,Earth,0.0519,0.012046544,0.0,Transit
Kepler-1217 b,4396.0,15.343,Super Earth,2016,4.62,Earth,1.99,Earth,0.0326,0.0054757018,0.0,Transit
Kepler-1218 b,2742.0,13.73,Super Earth,2016,2.67,Earth,1.44,Earth,0.1564,0.062696785,0.0,Transit
Kepler-1219 b,2873.0,12.339,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1418,0.044079397,0.0,Transit
Kepler-121 b,1665.0,14.904,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.039,0.008761123,0.0,Transit
Kepler-121 c,1665.0,14.904,Neptune-like,2014,5.77,Earth,0.203,Jupiter,0.216,0.112251885,0.0,Transit
Kepler-1220 b,3138.0,15.194,Super Earth,2016,2.92,Earth,1.52,Earth,0.0734,0.020260096,0.0,Transit
Kepler-1221 b,2980.0,15.909,Super Earth,2016,4.19,Earth,1.88,Earth,0.0906,0.03285421,0.0,Transit
Kepler-1222 b,1354.0,14.21,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0282,0.005201916,0.0,Transit
Kepler-1223 b,1500.0,14.911,Super Earth,2016,1.98,Earth,1.22,Earth,0.1186,0.044626966,0.0,Transit
Kepler-1224 b,1825.0,12.926,Super Earth,2016,2.33,Earth,1.33,Earth,0.1165,0.036413416,0.0,Transit
Kepler-1225 b,4396.0,14.819,Super Earth,2016,3.97,Earth,1.82,Earth,0.0771,0.019164955,0.0,Transit
Kepler-1226 b,3672.0,14.324,Super Earth,2016,2.7,Earth,1.45,Earth,0.1361,0.047364816,0.0,Transit
Kepler-1227 b,2035.0,14.276,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.4092,0.25817934,0.0,Transit
Kepler-1228 b,1681.0,15.061,Super Earth,2016,2.99,Earth,1.54,Earth,0.0125,0.0016427105,0.0,Transit
Kepler-1229 b,866.0,16.124,Super Earth,2016,2.54,Earth,1.4,Earth,0.3006,0.23764546,0.0,Transit
Kepler-122 b,3352.0,14.403,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.064,0.015879534,0.0,Transit
Kepler-122 c,3352.0,14.403,Neptune-like,2014,29.0,Earth,0.524,Jupiter,0.108,0.034223136,0.0,Transit
Kepler-122 d,3352.0,14.403,Neptune-like,2014,5.48,Earth,2.2,Earth,0.155,0.05913758,0.0,Transit
Kepler-122 e,3352.0,14.403,Neptune-like,2014,27.7,Earth,0.232,Jupiter,0.227,0.10403833,0.0,Transit
Kepler-122 f,3352.0,14.403,Super Earth,2014,36.0,Earth,1.75,Earth,0.287,0.154141,0.0,Transit Timing Variations
Kepler-1230 b,4450.0,15.628,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.0921,0.027378507,0.0,Transit
Kepler-1231 b,3220.0,14.808,Super Earth,2016,2.6,Earth,1.42,Earth,0.0914,0.028473647,0.0,Transit
Kepler-1232 b,2064.0,14.97,Super Earth,2016,4.38,Earth,1.93,Earth,0.1673,0.0733744,0.0,Transit
Kepler-1233 b,3845.0,14.82,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.263,0.123477064,0.0,Transit
Kepler-1234 b,2990.0,15.915,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.096,0.032580424,0.0,Transit
Kepler-1235 b,1763.0,14.079,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0491,0.011498973,0.0,Transit
Kepler-1236 b,3261.0,16.145,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1803,0.08514716,0.0,Transit
Kepler-1237 b,3472.0,16.012,Neptune-like,2016,8.55,Earth,0.255,Jupiter,0.3778,0.23162217,0.0,Transit
Kepler-1238 b,5324.0,14.919,Super Earth,2016,4.38,Earth,1.93,Earth,0.0541,0.011225188,0.0,Transit
